-2.684207,-0.326607,-0.021512
-2.715391,0.169557,-0.203521
-2.889820,0.137346,0.024709
-2.746437,0.311124,0.037672
-2.728593,-0.333925,0.096230
-2.279897,-0.747783,0.174326
-2.820891,0.082105,0.264251
-2.626482,-0.170405,-0.015802
-2.887959,0.570798,0.027335
-2.673845,0.106692,-0.191533
-2.506527,-0.651935,-0.069275
-2.613143,-0.021521,0.107650
-2.787434,0.227740,-0.200328
-3.225200,0.503280,0.068414
-2.643543,-1.186195,-0.144506
-2.383869,-1.344754,0.283731
-2.622526,-0.818090,0.145316
-2.648323,-0.319137,0.033394
-2.199078,-0.879244,-0.114521
-2.587346,-0.520474,0.219572
-2.310532,-0.397868,-0.233696
-2.543235,-0.440032,0.214836
-3.215858,-0.141616,0.299619
-2.303129,-0.105523,0.045680
-2.356171,0.031210,0.129408
-2.507917,0.139056,-0.247116
-2.469056,-0.137887,0.101263
-2.562391,-0.374685,-0.072359
-2.639821,-0.319290,-0.139253
-2.632848,0.190076,0.046466
-2.588462,0.197393,-0.071275
-2.410077,-0.418080,-0.138388
-2.647637,-0.819983,0.230586
-2.597159,-1.100022,0.163582
-2.673845,0.106692,-0.191533
-2.867000,-0.077193,-0.156842
-2.625228,-0.606800,-0.261163
-2.673845,0.106692,-0.191533
-2.981843,0.480250,0.079725
-2.590323,-0.236059,-0.073901
-2.770139,-0.271059,0.084242
-2.852211,0.932865,-0.340961
-2.998296,0.334308,0.199008
-2.405514,-0.195917,0.270717
-2.208833,-0.442696,0.303488
-2.715665,0.242681,-0.090516
-2.537573,-0.510368,0.171918
-2.840321,0.220576,0.090061
-2.542686,-0.586281,-0.011175
-2.703912,-0.115011,-0.082696
1.284795,-0.685439,-0.406130
0.932411,-0.319198,-0.017130
1.464061,-0.504190,-0.338261
0.180967,0.825604,-0.177083
1.087134,-0.075390,-0.306544
0.640437,0.417323,0.041189
1.095224,-0.283891,0.170023
-0.751467,1.001108,0.015672
1.043298,-0.228957,-0.414815
-0.010190,0.720575,0.283437
-0.511086,1.262492,-0.266490
0.511098,0.102284,0.132328
0.262336,0.547893,-0.691942
0.984045,0.124360,-0.062157
-0.174864,0.251816,0.093659
0.927573,-0.468236,-0.313229
0.659593,0.351976,0.328384
0.234541,0.331922,-0.270281
0.942362,0.541822,-0.497349
0.043246,0.581489,-0.232964
1.116241,0.084214,0.459844
0.356787,0.066824,-0.227472
1.296469,0.327562,-0.347513
0.920503,0.182390,-0.231611
0.714008,-0.150379,-0.320372
0.899641,-0.329611,-0.314771
1.331041,-0.244670,-0.521245
1.557396,-0.267393,-0.164638
0.812456,0.162332,0.036344
-0.307335,0.365087,-0.315337
-0.070343,0.702538,-0.241758
-0.191884,0.677491,-0.303917
0.134995,0.311710,-0.174973
1.378737,0.421205,0.015480
0.587275,0.483284,0.444584
0.807205,-0.195054,0.389459
1.220429,-0.408035,-0.236566
0.812868,0.370679,-0.612871
0.245195,0.266728,0.189562
0.164513,0.679661,-0.057799
0.463031,0.669527,-0.024054
0.890160,0.033812,-0.009768
0.228879,0.402258,-0.227363
-0.707081,1.008425,-0.102069
0.355533,0.503218,0.017889
0.331127,0.211180,0.083809
0.375238,0.291622,0.079073
0.641690,-0.019071,-0.204173
-0.908463,0.751569,-0.007737
0.297808,0.347017,0.012179
2.531727,0.011842,0.758459
1.414072,0.574925,0.296398
2.616485,-0.341935,-0.112141
1.970815,0.181126,0.106539
2.349758,0.041883,0.284111
3.396880,-0.547168,-0.351873
0.519383,1.191352,0.546686
2.932005,-0.352377,-0.423691
2.319673,0.245548,-0.349922
2.918134,-0.780381,0.421739
1.661935,-0.242038,0.242815
1.802340,0.216155,-0.037695
2.165379,-0.215280,0.033148
1.344594,0.776415,0.282868
1.585267,0.539307,0.630570
1.904744,-0.118819,0.480138
1.949249,-0.040730,0.042729
3.488765,-1.171545,0.129320
3.794687,-0.253266,-0.516971
1.298330,0.761014,-0.344887
2.428167,-0.376782,0.218649
1.198097,0.605579,0.512641
3.499265,-0.456773,-0.576910
1.387668,0.204031,-0.063511
2.275854,-0.333387,0.284678
2.614194,-0.558367,-0.208423
1.257625,0.179137,0.046978
1.290670,0.116425,0.231614
2.122854,0.210855,0.153516
2.387564,-0.462519,-0.452024
2.840961,-0.372743,-0.501032
3.232343,-1.370524,-0.118449
2.158738,0.218326,0.208422
1.443103,0.143801,-0.154083
1.779640,0.501465,-0.175811
3.076522,-0.685764,-0.336423
2.144987,-0.138907,0.734185
1.904863,-0.048048,0.160471
1.168853,0.164502,0.282461
2.107654,-0.371482,0.027438
2.314303,-0.182609,0.322860
1.922451,-0.409271,0.115493
1.414072,0.574925,0.296398
2.563323,-0.275975,0.291254
2.419391,-0.303504,0.504303
1.944017,-0.187415,0.179303
1.525664,0.375021,-0.120636
1.764046,-0.078519,0.130784
1.901629,-0.115877,0.722874
1.389666,0.282887,0.362318
