4.872752,3.274827,1.459450,0.235455
4.861476,3.277392,1.432739,0.224265
4.798404,3.291742,1.283328,0.161672
4.850250,3.279946,1.406145,0.213124
4.856702,3.278478,1.421430,0.219528
5.018946,3.241565,1.805770,0.380539
4.823328,3.286072,1.342370,0.186407
4.893625,3.270078,1.508895,0.256170
4.799077,3.291589,1.284922,0.162340
4.876499,3.273974,1.468326,0.239174
4.936999,3.260209,1.611646,0.299215
4.898448,3.268980,1.520322,0.260956
4.835426,3.283319,1.371028,0.198413
4.677134,3.319334,0.996050,0.041323
4.887455,3.271481,1.494281,0.250047
4.981351,3.250118,1.716711,0.343230
4.895055,3.269752,1.512284,0.257589
4.885727,3.271875,1.490187,0.248332
5.048169,3.234916,1.874998,0.409541
4.907776,3.266858,1.542418,0.270213
5.007869,3.244085,1.779530,0.369546
4.923726,3.263229,1.580203,0.286042
4.680512,3.318565,1.004053,0.044676
5.010546,3.243476,1.785871,0.372203
4.991366,3.247840,1.740436,0.353169
4.936496,3.260324,1.610455,0.298716
4.950548,3.257126,1.643742,0.312661
4.916799,3.264805,1.563794,0.279168
4.888801,3.271175,1.497469,0.251383
4.891323,3.270601,1.503443,0.253885
4.907372,3.266950,1.541462,0.269813
4.971874,3.252274,1.694262,0.333825
4.885975,3.271818,1.490775,0.248578
4.904227,3.267665,1.534012,0.266692
4.876499,3.273974,1.468326,0.239174
4.806656,3.289865,1.302875,0.169861
4.894078,3.269975,1.509969,0.256619
4.876499,3.273974,1.468326,0.239174
4.765130,3.299313,1.204503,0.128651
4.906699,3.267103,1.539868,0.269145
4.841680,3.281896,1.385843,0.204619
4.812003,3.288648,1.315542,0.175168
4.759180,3.300667,1.190410,0.122746
4.973524,3.251899,1.698170,0.335463
5.044642,3.235718,1.866642,0.406040
4.861377,3.277415,1.432504,0.224167
4.925773,3.262763,1.585052,0.288074
4.816302,3.287670,1.325727,0.179435
4.923924,3.263184,1.580673,0.286239
4.865627,3.276448,1.442571,0.228384
6.307902,2.948301,4.859186,1.659707
6.180483,2.977292,4.557344,1.533257
6.372723,2.933553,5.012741,1.724036
5.908769,3.039112,3.913678,1.263606
6.236430,2.964563,4.689876,1.588778
6.074909,3.001312,4.307247,1.428484
6.239355,2.963897,4.696805,1.591681
5.571611,3.115822,3.114981,0.929007
6.220579,2.968169,4.652326,1.573048
5.839649,3.054838,3.749938,1.195010
5.658530,3.096046,3.320884,1.015266
6.028141,3.011953,4.196459,1.382071
5.938191,3.032418,3.983376,1.292804
6.199154,2.973044,4.601572,1.551785
5.780104,3.068386,3.608883,1.135918
6.178734,2.977690,4.553200,1.531521
6.081835,2.999736,4.323655,1.435358
5.928141,3.034705,3.959568,1.282830
6.184082,2.976473,4.565867,1.536827
5.858971,3.050442,3.795710,1.214185
6.246954,2.962168,4.714807,1.599223
5.972344,3.024648,4.064280,1.326697
6.312123,2.947341,4.869186,1.663897
6.176178,2.978271,4.547144,1.528983
6.101511,2.995259,4.370266,1.454884
6.168634,2.979988,4.529274,1.521497
6.324624,2.944497,4.898800,1.676303
6.406472,2.925875,5.092689,1.757529
6.137109,2.987160,4.454593,1.490211
5.732204,3.079284,3.495412,1.088381
5.817898,3.059787,3.698413,1.173425
5.773950,3.069786,3.594304,1.129810
5.892146,3.042894,3.874300,1.247109
6.341870,2.940573,4.939654,1.693418
6.055686,3.005686,4.261710,1.409407
6.135211,2.987592,4.450096,1.488327
6.284628,2.953597,4.804052,1.636610
6.137258,2.987126,4.454947,1.490359
5.931993,3.033828,3.968694,1.286653
5.902820,3.040466,3.899584,1.257701
6.010761,3.015907,4.155286,1.364823
6.165206,2.980767,4.521153,1.518095
5.926094,3.035170,3.954718,1.280799
5.587660,3.112171,3.153001,0.944935
5.971890,3.024751,4.063206,1.326248
5.963065,3.026759,4.042301,1.317490
5.979016,3.023130,4.080085,1.333319
6.075362,3.001209,4.308321,1.428933
5.514842,3.128738,2.980502,0.872670
5.951018,3.029500,4.013761,1.305533
6.758780,2.845718,5.927273,2.107162
6.354647,2.937666,4.969921,1.706098
6.789427,2.838745,5.999874,2.137576
6.555960,2.891863,5.446812,1.905882
6.692982,2.860688,5.771404,2.041863
7.071610,2.774542,6.668339,2.417616
6.031137,3.011271,4.203556,1.385044
6.903516,2.812787,6.270140,2.250799
6.682103,2.863163,5.745634,2.031067
6.898501,2.813928,6.258259,2.245821
6.444272,2.917274,5.182234,1.795042
6.495041,2.905723,5.302501,1.845426
6.626312,2.875857,5.613470,1.975700
6.329525,2.943382,4.910409,1.681166
6.416550,2.923582,5.116562,1.767530
6.532069,2.897299,5.390217,1.882172
6.548162,2.893637,5.428339,1.898143
7.104835,2.766983,6.747046,2.450589
7.215453,2.741815,7.009090,2.560367
6.312796,2.947188,4.870780,1.664564
6.721334,2.854237,5.838567,2.070000
6.276553,2.955434,4.784923,1.628597
7.108632,2.766119,6.756040,2.454357
6.345100,2.939838,4.947305,1.696623
6.666259,2.866768,5.708099,2.015343
6.788599,2.838933,5.997912,2.136754
6.298078,2.950537,4.835913,1.649958
