1.492209,1.904710,0.904113,3.415749,Iris-setosa
1.257656,1.608414,1.007978,3.294653,Iris-setosa
1.348751,1.749846,0.847103,3.138451,Iris-setosa
1.180249,1.639191,0.735892,3.073128,Iris-setosa
1.510433,1.962712,0.799646,3.338269,Iris-setosa
1.401838,2.220125,0.852624,3.480965,Iris-setosa
1.279662,1.918022,0.695936,2.988831,Iris-setosa
1.378356,1.819483,0.840959,3.349186,Iris-setosa
1.116486,1.545023,0.753758,2.936277,Iris-setosa
1.313100,1.565182,0.869192,3.359599,Iris-setosa
1.576463,1.999776,0.946027,3.625243,Iris-setosa
1.282726,1.792258,0.673339,3.205141,Iris-setosa
1.308543,1.530813,0.902155,3.290553,Iris-setosa
1.370033,1.602608,0.747424,2.923615,Iris-setosa
1.938514,2.256354,1.195268,3.897577,Iris-setosa
1.766179,2.568176,0.904656,3.672222,Iris-setosa
1.620431,2.321839,1.044856,3.476000,Iris-setosa
1.420831,1.981413,0.950155,3.347207,Iris-setosa
1.495975,2.087216,1.030611,3.772274,Iris-setosa
1.482326,2.132684,0.768041,3.333935,Iris-setosa
1.351023,1.772219,0.983967,3.642239,Iris-setosa
1.372233,2.150488,0.858768,3.270230,Iris-setosa
1.647062,2.060834,0.752754,3.042733,Iris-setosa
1.036700,1.940734,0.987436,3.223521,Iris-setosa
1.118781,1.715972,0.529165,3.208865,Iris-setosa
1.168850,1.558455,0.971643,3.369778,Iris-setosa
1.180950,1.947461,0.884986,3.213342,Iris-setosa
1.458052,1.880180,0.915836,3.489633,Iris-setosa
1.473986,1.846709,1.008579,3.493230,Iris-setosa
1.184806,1.673560,0.702929,3.142174,Iris-setosa
1.166583,1.615559,0.807396,3.219655,Iris-setosa
1.317563,1.976483,1.172167,3.502671,Iris-setosa
1.761717,2.156876,0.601681,3.529149,Iris-setosa
1.845173,2.320602,0.830439,3.672456,Iris-setosa
1.313100,1.565182,0.869192,3.359599,Iris-setosa
1.464872,1.777970,1.074504,3.355138,Iris-setosa
1.628821,1.933732,1.191295,3.705079,Iris-setosa
1.313100,1.565182,0.869192,3.359599,Iris-setosa
1.209849,1.629352,0.757131,2.930198,Iris-setosa
1.398847,1.820382,0.900740,3.421828,Iris-setosa
1.454988,2.005944,0.938432,3.273323,Iris-setosa
0.887961,1.294654,1.175752,2.968163,Iris-setosa
1.287278,1.747152,0.667760,2.920522,Iris-setosa
1.076908,2.159768,0.932385,3.071419,Iris-setosa
1.192354,2.107673,0.621851,3.270357,Iris-setosa
1.165786,1.684219,0.994239,3.153468,Iris-setosa
1.499056,2.030552,0.673941,3.403718,Iris-setosa
1.273611,1.723519,0.739264,3.067049,Iris-setosa
1.555972,1.998878,0.886246,3.552600,Iris-setosa
1.394290,1.786012,0.933703,3.352782,Iris-setosa
-0.894539,1.826370,1.140600,4.028924,Iris-versicolor
-0.979567,1.948541,0.924073,3.522042,Iris-versicolor
-1.134419,1.792418,1.075431,3.895059,Iris-versicolor
-1.096416,1.384095,0.936418,3.042677,Iris-versicolor
-1.168581,1.688411,1.114537,3.615278,Iris-versicolor
-1.135104,1.553248,0.592263,3.169980,Iris-versicolor
-1.142018,2.032389,0.769533,3.378502,Iris-versicolor
-0.583975,1.385497,0.731326,2.798922,Iris-versicolor
-0.966619,1.594803,1.037549,3.820168,Iris-versicolor
-1.019762,1.719132,0.672434,2.735614,Iris-versicolor
-0.827637,1.099938,0.873733,2.893398,Iris-versicolor
-0.995505,1.902536,0.858713,3.164781,Iris-versicolor
-0.818540,1.099577,1.141882,3.616356,Iris-versicolor
-1.195100,1.641586,0.736628,3.389653,Iris-versicolor
-0.625046,1.840107,0.920319,3.081328,Iris-versicolor
-0.830781,1.841061,1.150117,3.812110,Iris-versicolor
-1.220923,1.823556,0.535196,2.950576,Iris-versicolor
-0.720599,1.366851,0.750835,3.448123,Iris-versicolor
-1.407692,1.357746,1.251365,3.425135,Iris-versicolor
-0.801091,1.374815,0.862802,3.241488,Iris-versicolor
-1.460102,2.097874,0.619121,2.956925,Iris-versicolor
-0.779899,1.683984,1.071677,3.454345,Iris-versicolor
-1.489651,1.433629,0.984858,3.488229,Iris-versicolor
-1.091058,1.429280,0.689229,3.531576,Iris-versicolor
-0.843656,1.669293,1.062161,3.671159,Iris-versicolor
-0.889986,1.781263,1.135021,3.744305,Iris-versicolor
-1.145026,1.563546,1.151722,3.904231,Iris-versicolor
-1.411520,1.859699,1.044581,3.618767,Iris-versicolor
-1.177673,1.768249,0.819005,3.245985,Iris-versicolor
-0.451915,1.459625,1.024087,3.372871,Iris-versicolor
-0.805648,1.340446,0.895764,3.172442,Iris-versicolor
-0.679622,1.289171,0.897780,3.239743,Iris-versicolor
-0.754059,1.571115,0.939035,3.308555,Iris-versicolor
-1.654370,1.574580,0.666070,3.194565,Iris-versicolor
-1.261905,1.821759,0.415634,2.805291,Iris-versicolor
-1.055480,2.139451,0.641620,3.153253,Iris-versicolor
-1.066104,1.841479,1.051985,3.747291,Iris-versicolor
-1.151081,1.289566,1.222434,3.628784,Iris-versicolor
-0.859573,1.771864,0.635343,3.082696,Iris-versicolor
-1.018987,1.501895,0.847047,3.033001,Iris-versicolor
-1.127488,1.382377,0.564088,3.101671,Iris-versicolor
-1.101738,1.725915,0.740001,3.383574,Iris-versicolor
-0.847422,1.486786,0.935663,3.314634,Iris-versicolor
-0.602198,1.327495,0.835793,2.876402,Iris-versicolor
-1.030364,1.569736,0.721342,3.098451,Iris-versicolor
-0.822352,1.670630,0.601024,3.225123,Iris-versicolor
-0.932445,1.688434,0.691752,3.161418,Iris-versicolor
-0.884638,1.667496,0.942599,3.525873,Iris-versicolor
-0.411712,1.599182,0.996419,2.867103,Iris-versicolor
-0.916511,1.654962,0.784495,3.165015,Iris-versicolor
-2.494852,2.392145,0.559159,2.777754,Iris-virginica
-1.909487,1.802893,0.684635,2.843652,Iris-virginica
-2.106904,1.941247,1.035352,3.646339,Iris-virginica
-1.931466,1.721338,0.607837,3.271939,Iris-virginica
-2.246581,2.037990,0.770766,3.140698,Iris-virginica
-2.386987,1.767738,0.997851,4.018241,Iris-virginica
-1.700689,1.676175,0.432241,2.329181,Iris-virginica
-2.109094,1.552320,0.869241,4.007055,Iris-virginica
-2.113656,1.438474,0.929587,3.584343,Iris-virginica
-2.248938,2.551500,0.915073,3.418267,Iris-virginica
-1.643857,2.180384,0.925717,3.259420,Iris-virginica
-1.895838,1.757426,0.947205,3.281991,Iris-virginica
-1.949785,2.040267,1.048241,3.423446,Iris-virginica
-2.024137,1.786327,0.808325,2.710901,Iris-virginica
-2.227666,2.245309,0.870161,2.496101,Iris-virginica
-1.987780,2.358738,0.907947,2.983631,Iris-virginica
-1.797122,1.807463,0.730771,3.411145,Iris-virginica
-2.182808,2.291110,0.698133,3.984880,Iris-virginica
-2.828055,1.610157,1.184284,3.976873,Iris-virginica
-1.721915,1.228806,0.891513,3.286055,Iris-virginica
-2.103918,2.261514,1.014620,3.351810,Iris-virginica
-1.873837,1.987557,0.662546,2.622504,Iris-virginica
-2.427195,1.548705,1.052903,4.170343,Iris-virginica
-1.626358,1.781539,1.033614,3.272926,Iris-virginica
-1.963429,2.165211,0.758288,3.338772,Iris-virginica
-1.849498,1.804407,0.819578,3.916175,Iris-virginica
-1.553486,1.864969,0.977205,3.194204,Iris-virginica
-1.551197,1.956442,0.779995,3.113127,Iris-virginica
-2.163825,1.893446,0.850430,3.143791,Iris-virginica
-1.674873,1.584058,0.912980,4.060453,Iris-virginica
-2.089400,1.621879,1.115865,4.013510,Iris-virginica
-1.835125,2.215786,0.869784,4.263527,Iris-virginica
-2.235204,1.970149,0.896472,3.075249,Iris-virginica
-1.482804,1.559472,0.754686,3.476198,Iris-virginica
-1.803077,1.236029,0.438163,3.415337,Iris-virginica
-2.236012,2.049186,1.390006,3.947593,Iris-virginica
-2.166166,2.476056,0.660663,2.836494,Iris-virginica
-1.778899,1.865464,0.626305,3.333665,Iris-virginica
-1.517039,1.980972,0.768272,3.039243,Iris-virginica
-1.835931,2.125494,1.111394,3.490009,Iris-virginica
-2.200345,2.302950,1.033843,3.141579,Iris-virginica
-1.814743,2.355186,1.347653,3.349201,Iris-virginica
-1.909487,1.802893,0.684635,2.843652,Iris-virginica
-2.233706,2.209759,0.858723,3.281650,Iris-virginica
-2.248943,2.472024,0.942457,3.064602,Iris-virginica
-1.949088,2.269061,1.224718,3.209994,Iris-virginica
-1.829813,1.715014,1.120969,3.215300,Iris-virginica
-1.775934,2.037155,0.967030,3.270336,Iris-virginica
-2.005982,2.449312,0.650956,2.829912,Iris-virginica
-1.701475,1.903788,0.564318,2.970324,Iris-virginica
