5.087182,3.513156,1.402043,0.211056
4.750155,3.153664,1.462541,0.236932
4.708232,3.191519,1.307469,0.171933
4.645984,3.052915,1.460831,0.236367
5.075937,3.522147,1.362737,0.194581
5.509895,3.787231,1.674334,0.324675
4.769423,3.226159,1.356802,0.192541
5.005502,3.394425,1.478944,0.243439
4.424326,2.875071,1.385250,0.204983
4.806451,3.196120,1.487079,0.247144
5.365020,3.735934,1.497057,0.250511
4.912577,3.284684,1.516539,0.259349
4.685905,3.117134,1.411058,0.215427
4.346711,2.952084,1.084510,0.078921
5.666240,4.137062,1.285787,0.161431
5.864236,4.231402,1.480347,0.242768
5.432163,3.866722,1.368490,0.196472
5.095253,3.504753,1.434093,0.224491
5.625428,3.876511,1.720455,0.343856
5.249487,3.646654,1.450936,0.231330
5.269085,3.534414,1.709597,0.339823
5.212624,3.584326,1.502859,0.253169
4.773489,3.421904,0.979161,0.034096
5.079826,3.320477,1.767324,0.364320
4.970876,3.225066,1.745922,0.355501
4.845200,3.158852,1.634896,0.309104
5.041077,3.357745,1.619506,0.302360
5.162795,3.538217,1.497937,0.251177
5.098428,3.504165,1.441349,0.227530
4.766530,3.131901,1.536852,0.268085
4.777776,3.122910,1.576158,0.284559
5.246360,3.557353,1.620777,0.302592
5.424327,3.870170,1.346649,0.187320
5.626436,4.070365,1.340664,0.184513
4.806451,3.196120,1.487079,0.247144
4.857336,3.346194,1.289307,0.164094
5.292466,3.712764,1.403314,0.211287
4.806451,3.196120,1.487079,0.247144
4.449826,2.948868,1.288916,0.164528
5.061682,3.439358,1.498377,0.251510
5.019641,3.479692,1.338200,0.184369
4.199540,2.607925,1.479510,0.244859
4.539694,3.056718,1.249170,0.147721
5.102152,3.394862,1.663735,0.320826
5.335290,3.558759,1.788830,0.372968
4.702047,3.100327,1.475159,0.242297
5.260850,3.635185,1.495346,0.249946
4.671485,3.126713,1.364497,0.195913
5.308841,3.691000,1.477624,0.242440
4.941136,3.360373,1.422356,0.219792
6.757920,3.448475,4.738708,1.608501
6.390050,3.210214,4.501239,1.509410
6.703744,3.301467,4.924121,1.686370
5.366727,2.436659,4.058792,1.325284
6.285927,3.019576,4.676625,1.583146
5.800919,2.696786,4.380599,1.459660
6.425741,3.171056,4.646906,1.570473
4.914344,2.385302,3.290943,1.003796
6.370898,3.135242,4.612083,1.555943
5.366563,2.529026,3.876592,1.248842
4.829654,2.174790,3.542789,1.109583
5.960988,2.937315,4.214437,1.389712
5.578477,2.632613,4.079678,1.333735
6.117506,2.882296,4.623430,1.561076
5.614777,2.884633,3.653144,1.154730
6.486150,3.319367,4.470899,1.496540
5.850749,2.742895,4.385521,1.461652
5.710221,2.792497,4.017909,1.307627
5.828354,2.581099,4.661102,1.577305
5.477200,2.626122,3.897917,1.257626
6.191665,2.900716,4.729609,1.605514
5.928471,2.975885,4.076026,1.331690
6.097066,2.708315,4.926760,1.688368
6.056431,2.845179,4.579202,1.542609
6.200241,3.104993,4.343834,1.443650
6.385037,3.220509,4.471339,1.496873
6.485259,3.123035,4.855795,1.658024
6.582026,3.120994,5.045690,1.737553
6.030532,2.868705,4.483126,1.502339
5.492510,2.812876,3.559583,1.115656
5.356654,2.547136,3.821896,1.225909
5.329150,2.575413,3.713385,1.180423
5.687496,2.815436,3.929088,1.270396
6.065332,2.633214,5.013688,1.724885
5.738390,2.653027,4.346656,1.445511
6.263271,3.129925,4.415812,1.473756
6.552519,3.251345,4.732333,1.606127
5.893892,2.716637,4.520100,1.518051
5.756876,2.839193,4.015576,1.306580
5.456595,2.544508,4.019047,1.308476
5.571190,2.527345,4.272967,1.414840
6.143007,2.956094,4.527096,1.520621
5.661995,2.741638,4.025422,1.310850
4.925589,2.376311,3.330249,1.020271
5.641507,2.657546,4.151656,1.363841
5.824417,2.872658,4.079419,1.333266
5.787554,2.810329,4.131343,1.355105
6.087883,3.015125,4.304969,1.427509
5.021408,2.580309,3.112604,0.928817
5.723187,2.776277,4.074755,1.331458
6.751005,2.837076,5.929355,2.108046
5.977186,2.518136,5.070975,1.749049
7.013921,3.088259,5.939773,2.112031
6.437043,2.759694,5.478648,1.919413
6.665484,2.830126,5.778765,2.044992
7.430848,3.173818,6.572165,2.376739
5.248967,2.141927,4.412957,1.474046
7.134866,3.069921,6.208204,2.224474
6.520891,2.683984,5.788793,2.049411
7.410852,3.383382,6.121094,2.187522
6.603180,3.093893,5.139691,1.776960
6.353127,2.747993,5.340494,1.861574
6.767652,3.032949,5.575631,1.959617
5.819777,2.376822,5.046877,1.739169
6.062473,2.530043,5.211355,1.807820
6.610078,2.984003,5.369332,1.873296
6.574903,2.923359,5.421180,1.895100
7.874001,3.621874,6.541126,2.363067
7.381732,2.926626,6.964574,2.541446
5.813160,2.391867,5.004541,1.721417
6.968706,3.129180,5.772341,2.041852
5.878966,2.513535,4.891364,1.673837
7.408522,3.099433,6.675754,2.420233
6.211145,2.790954,4.983167,1.711865
6.885140,3.110044,5.649501,1.990437
7.155189,3.246380,5.899769,2.095041
6.180467,2.819818,4.867400,1.663341
6.233588,2.862861,4.884682,1.670513
6.472501,2.725492,5.614106,1.976192
7.010314,3.195084,5.722492,2.020876
7.115316,3.092272,6.126639,2.190282
7.911919,3.788167,6.286508,2.256186
6.480571,2.717088,5.646156,1.989627
6.270733,2.830344,5.020064,1.727258
6.157601,2.541666,5.371198,1.874742
7.406004,3.301309,6.273394,2.251427
6.710136,2.978896,5.571587,1.958005
6.563657,2.932350,5.381874,1.878626
6.157976,2.837800,4.788788,1.630392
6.849332,3.151681,5.498730,1.927233
6.800052,2.996857,5.708938,2.015498
6.807175,3.194492,5.333448,1.857951
5.977186,2.518136,5.070975,1.749049
6.951393,3.044500,5.905830,2.097882
6.917423,3.076430,5.777704,2.044177
6.669315,3.030827,5.390916,1.882264
6.148781,2.654828,5.131424,1.774158
6.532745,2.966170,5.255898,1.825818
6.607020,2.982112,5.367182,1.872398
6.160096,2.733248,4.998738,1.718473
