1.492209,1.904710,0.904113,Iris-setosa
1.257656,1.608414,1.007978,Iris-setosa
1.348751,1.749846,0.847103,Iris-setosa
1.180249,1.639191,0.735892,Iris-setosa
1.510433,1.962712,0.799646,Iris-setosa
1.401838,2.220125,0.852624,Iris-setosa
1.279662,1.918022,0.695936,Iris-setosa
1.378356,1.819483,0.840959,Iris-setosa
1.116486,1.545023,0.753758,Iris-setosa
1.313100,1.565182,0.869192,Iris-setosa
1.576463,1.999776,0.946027,Iris-setosa
1.282726,1.792258,0.673339,Iris-setosa
1.308543,1.530813,0.902155,Iris-setosa
1.370033,1.602608,0.747424,Iris-setosa
1.938514,2.256354,1.195268,Iris-setosa
1.766179,2.568176,0.904656,Iris-setosa
1.620431,2.321839,1.044856,Iris-setosa
1.420831,1.981413,0.950155,Iris-setosa
1.495975,2.087216,1.030611,Iris-setosa
1.482326,2.132684,0.768041,Iris-setosa
1.351023,1.772219,0.983967,Iris-setosa
1.372233,2.150488,0.858768,Iris-setosa
1.647062,2.060834,0.752754,Iris-setosa
1.036700,1.940734,0.987436,Iris-setosa
1.118781,1.715972,0.529165,Iris-setosa
1.168850,1.558455,0.971643,Iris-setosa
1.180950,1.947461,0.884986,Iris-setosa
1.458052,1.880180,0.915836,Iris-setosa
1.473986,1.846709,1.008579,Iris-setosa
1.184806,1.673560,0.702929,Iris-setosa
1.166583,1.615559,0.807396,Iris-setosa
1.317563,1.976483,1.172167,Iris-setosa
1.761717,2.156876,0.601681,Iris-setosa
1.845173,2.320602,0.830439,Iris-setosa
1.313100,1.565182,0.869192,Iris-setosa
1.464872,1.777970,1.074504,Iris-setosa
1.628821,1.933732,1.191295,Iris-setosa
1.313100,1.565182,0.869192,Iris-setosa
1.209849,1.629352,0.757131,Iris-setosa
1.398847,1.820382,0.900740,Iris-setosa
1.454988,2.005944,0.938432,Iris-setosa
0.887961,1.294654,1.175752,Iris-setosa
1.287278,1.747152,0.667760,Iris-setosa
1.076908,2.159768,0.932385,Iris-setosa
1.192354,2.107673,0.621851,Iris-setosa
1.165786,1.684219,0.994239,Iris-setosa
1.499056,2.030552,0.673941,Iris-setosa
1.273611,1.723519,0.739264,Iris-setosa
1.555972,1.998878,0.886246,Iris-setosa
1.394290,1.786012,0.933703,Iris-setosa
-0.894539,1.826370,1.140600,Iris-versicolor
-0.979567,1.948541,0.924073,Iris-versicolor
-1.134419,1.792418,1.075431,Iris-versicolor
-1.096416,1.384095,0.936418,Iris-versicolor
-1.168581,1.688411,1.114537,Iris-versicolor
-1.135104,1.553248,0.592263,Iris-versicolor
-1.142018,2.032389,0.769533,Iris-versicolor
-0.583975,1.385497,0.731326,Iris-versicolor
-0.966619,1.594803,1.037549,Iris-versicolor
-1.019762,1.719132,0.672434,Iris-versicolor
-0.827637,1.099938,0.873733,Iris-versicolor
-0.995505,1.902536,0.858713,Iris-versicolor
-0.818540,1.099577,1.141882,Iris-versicolor
-1.195100,1.641586,0.736628,Iris-versicolor
-0.625046,1.840107,0.920319,Iris-versicolor
-0.830781,1.841061,1.150117,Iris-versicolor
-1.220923,1.823556,0.535196,Iris-versicolor
-0.720599,1.366851,0.750835,Iris-versicolor
-1.407692,1.357746,1.251365,Iris-versicolor
-0.801091,1.374815,0.862802,Iris-versicolor
-1.460102,2.097874,0.619121,Iris-versicolor
-0.779899,1.683984,1.071677,Iris-versicolor
-1.489651,1.433629,0.984858,Iris-versicolor
-1.091058,1.429280,0.689229,Iris-versicolor
-0.843656,1.669293,1.062161,Iris-versicolor
-0.889986,1.781263,1.135021,Iris-versicolor
-1.145026,1.563546,1.151722,Iris-versicolor
-1.411520,1.859699,1.044581,Iris-versicolor
-1.177673,1.768249,0.819005,Iris-versicolor
-0.451915,1.459625,1.024087,Iris-versicolor
-0.805648,1.340446,0.895764,Iris-versicolor
-0.679622,1.289171,0.897780,Iris-versicolor
-0.754059,1.571115,0.939035,Iris-versicolor
-1.654370,1.574580,0.666070,Iris-versicolor
-1.261905,1.821759,0.415634,Iris-versicolor
-1.055480,2.139451,0.641620,Iris-versicolor
-1.066104,1.841479,1.051985,Iris-versicolor
-1.151081,1.289566,1.222434,Iris-versicolor
-0.859573,1.771864,0.635343,Iris-versicolor
-1.018987,1.501895,0.847047,Iris-versicolor
-1.127488,1.382377,0.564088,Iris-versicolor
-1.101738,1.725915,0.740001,Iris-versicolor
-0.847422,1.486786,0.935663,Iris-versicolor
-0.602198,1.327495,0.835793,Iris-versicolor
-1.030364,1.569736,0.721342,Iris-versicolor
-0.822352,1.670630,0.601024,Iris-versicolor
-0.932445,1.688434,0.691752,Iris-versicolor
-0.884638,1.667496,0.942599,Iris-versicolor
-0.411712,1.599182,0.996419,Iris-versicolor
-0.916511,1.654962,0.784495,Iris-versicolor
-2.494852,2.392145,0.559159,Iris-virginica
-1.909487,1.802893,0.684635,Iris-virginica
-2.106904,1.941247,1.035352,Iris-virginica
-1.931466,1.721338,0.607837,Iris-virginica
-2.246581,2.037990,0.770766,Iris-virginica
-2.386987,1.767738,0.997851,Iris-virginica
-1.700689,1.676175,0.432241,Iris-virginica
-2.109094,1.552320,0.869241,Iris-virginica
-2.113656,1.438474,0.929587,Iris-virginica
-2.248938,2.551500,0.915073,Iris-virginica
-1.643857,2.180384,0.925717,Iris-virginica
-1.895838,1.757426,0.947205,Iris-virginica
-1.949785,2.040267,1.048241,Iris-virginica
-2.024137,1.786327,0.808325,Iris-virginica
-2.227666,2.245309,0.870161,Iris-virginica
-1.987780,2.358738,0.907947,Iris-virginica
-1.797122,1.807463,0.730771,Iris-virginica
-2.182808,2.291110,0.698133,Iris-virginica
-2.828055,1.610157,1.184284,Iris-virginica
-1.721915,1.228806,0.891513,Iris-virginica
-2.103918,2.261514,1.014620,Iris-virginica
-1.873837,1.987557,0.662546,Iris-virginica
-2.427195,1.548705,1.052903,Iris-virginica
-1.626358,1.781539,1.033614,Iris-virginica
-1.963429,2.165211,0.758288,Iris-virginica
-1.849498,1.804407,0.819578,Iris-virginica
-1.553486,1.864969,0.977205,Iris-virginica
-1.551197,1.956442,0.779995,Iris-virginica
-2.163825,1.893446,0.850430,Iris-virginica
-1.674873,1.584058,0.912980,Iris-virginica
-2.089400,1.621879,1.115865,Iris-virginica
-1.835125,2.215786,0.869784,Iris-virginica
-2.235204,1.970149,0.896472,Iris-virginica
-1.482804,1.559472,0.754686,Iris-virginica
-1.803077,1.236029,0.438163,Iris-virginica
-2.236012,2.049186,1.390006,Iris-virginica
-2.166166,2.476056,0.660663,Iris-virginica
-1.778899,1.865464,0.626305,Iris-virginica
-1.517039,1.980972,0.768272,Iris-virginica
-1.835931,2.125494,1.111394,Iris-virginica
-2.200345,2.302950,1.033843,Iris-virginica
-1.814743,2.355186,1.347653,Iris-virginica
-1.909487,1.802893,0.684635,Iris-virginica
-2.233706,2.209759,0.858723,Iris-virginica
-2.248943,2.472024,0.942457,Iris-virginica
-1.949088,2.269061,1.224718,Iris-virginica
-1.829813,1.715014,1.120969,Iris-virginica
-1.775934,2.037155,0.967030,Iris-virginica
-2.005982,2.449312,0.650956,Iris-virginica
-1.701475,1.903788,0.564318,Iris-virginica
