-2.684207,-0.326607
-2.715391,0.169557
-2.889820,0.137346
-2.746437,0.311124
-2.728593,-0.333925
-2.279897,-0.747783
-2.820891,0.082105
-2.626482,-0.170405
-2.887959,0.570798
-2.673845,0.106692
-2.506527,-0.651935
-2.613143,-0.021521
-2.787434,0.227740
-3.225200,0.503280
-2.643543,-1.186195
-2.383869,-1.344754
-2.622526,-0.818090
-2.648323,-0.319137
-2.199078,-0.879244
-2.587346,-0.520474
-2.310532,-0.397868
-2.543235,-0.440032
-3.215858,-0.141616
-2.303129,-0.105523
-2.356171,0.031210
-2.507917,0.139056
-2.469056,-0.137887
-2.562391,-0.374685
-2.639821,-0.319290
-2.632848,0.190076
-2.588462,0.197393
-2.410077,-0.418080
-2.647637,-0.819983
-2.597159,-1.100022
-2.673845,0.106692
-2.867000,-0.077193
-2.625228,-0.606800
-2.673845,0.106692
-2.981843,0.480250
-2.590323,-0.236059
-2.770139,-0.271059
-2.852211,0.932865
-2.998296,0.334308
-2.405514,-0.195917
-2.208833,-0.442696
-2.715665,0.242681
-2.537573,-0.510368
-2.840321,0.220576
-2.542686,-0.586281
-2.703912,-0.115011
1.284795,-0.685439
0.932411,-0.319198
1.464061,-0.504190
0.180967,0.825604
1.087134,-0.075390
0.640437,0.417323
1.095224,-0.283891
-0.751467,1.001108
1.043298,-0.228957
-0.010190,0.720575
-0.511086,1.262492
0.511098,0.102284
0.262336,0.547893
0.984045,0.124360
-0.174864,0.251816
0.927573,-0.468236
0.659593,0.351976
0.234541,0.331922
0.942362,0.541822
0.043246,0.581489
1.116241,0.084214
0.356787,0.066824
1.296469,0.327562
0.920503,0.182390
0.714008,-0.150379
0.899641,-0.329611
1.331041,-0.244670
1.557396,-0.267393
0.812456,0.162332
-0.307335,0.365087
-0.070343,0.702538
-0.191884,0.677491
0.134995,0.311710
1.378737,0.421205
0.587275,0.483284
0.807205,-0.195054
1.220429,-0.408035
0.812868,0.370679
0.245195,0.266728
0.164513,0.679661
0.463031,0.669527
0.890160,0.033812
0.228879,0.402258
-0.707081,1.008425
0.355533,0.503218
0.331127,0.211180
0.375238,0.291622
0.641690,-0.019071
-0.908463,0.751569
0.297808,0.347017
2.531727,0.011842
1.414072,0.574925
2.616485,-0.341935
1.970815,0.181126
2.349758,0.041883
3.396880,-0.547168
0.519383,1.191352
2.932005,-0.352377
2.319673,0.245548
2.918134,-0.780381
1.661935,-0.242038
1.802340,0.216155
2.165379,-0.215280
1.344594,0.776415
1.585267,0.539307
1.904744,-0.118819
1.949249,-0.040730
3.488765,-1.171545
3.794687,-0.253266
1.298330,0.761014
2.428167,-0.376782
1.198097,0.605579
3.499265,-0.456773
1.387668,0.204031
2.275854,-0.333387
2.614194,-0.558367
1.257625,0.179137
1.290670,0.116425
2.122854,0.210855
2.387564,-0.462519
2.840961,-0.372743
3.232343,-1.370524
2.158738,0.218326
1.443103,0.143801
1.779640,0.501465
3.076522,-0.685764
2.144987,-0.138907
1.904863,-0.048048
1.168853,0.164502
2.107654,-0.371482
2.314303,-0.182609
1.922451,-0.409271
1.414072,0.574925
2.563323,-0.275975
2.419391,-0.303504
1.944017,-0.187415
1.525664,0.375021
1.764046,-0.078519
1.901629,-0.115877
1.389666,0.282887
