0.000000,9.000000,45.000000
1.000000,15.000000,57.000000
0.000000,10.000000,45.000000
2.000000,16.000000,51.000000
4.000000,10.000000,65.000000
4.000000,20.000000,88.000000
1.000000,11.000000,44.000000
4.000000,20.000000,87.000000
3.000000,15.000000,89.000000
0.000000,15.000000,59.000000
2.000000,8.000000,66.000000
1.000000,13.000000,65.000000
4.000000,18.000000,56.000000
1.000000,10.000000,47.000000
0.000000,8.000000,66.000000
1.000000,10.000000,41.000000
3.000000,16.000000,56.000000
0.000000,11.000000,37.000000
1.000000,19.000000,45.000000
4.000000,12.000000,58.000000
4.000000,11.000000,47.000000
0.000000,19.000000,64.000000
2.000000,15.000000,97.000000
3.000000,15.000000,55.000000
1.000000,20.000000,51.000000
0.000000,6.000000,61.000000
3.000000,15.000000,69.000000
3.000000,19.000000,79.000000
2.000000,14.000000,71.000000
2.000000,13.000000,62.000000
3.000000,17.000000,87.000000
2.000000,20.000000,54.000000
2.000000,11.000000,43.000000
3.000000,20.000000,92.000000
4.000000,20.000000,83.000000
4.000000,20.000000,94.000000
3.000000,9.000000,60.000000
1.000000,8.000000,56.000000
2.000000,16.000000,88.000000
0.000000,10.000000,62.000000
