0.924307,8.907722,44.972271
1.883751,14.911771,56.973488
1.023069,9.897862,44.969309
1.815202,16.018449,51.005544
1.659608,10.233653,65.070210
3.329797,20.066910,88.020106
1.102904,10.989727,43.996913
3.300120,20.069873,87.020996
2.854914,15.014485,89.004352
1.932355,14.807083,58.942030
1.470261,8.052887,66.015892
1.923643,12.907788,64.972291
2.182611,18.181439,56.054521
1.093173,9.990698,46.997205
1.448761,7.855363,65.956538
0.915111,10.008475,41.002547
1.974337,16.102397,56.030769
0.884415,10.911704,36.973468
1.922676,18.907885,44.972320
1.649393,12.234673,58.070517
1.224185,11.277124,47.083273
2.475787,18.752829,63.925728
3.081580,14.892020,96.967553
1.845898,15.115220,55.034622
2.199499,19.880248,50.964016
1.102852,5.889897,60.966915
2.261375,15.073741,69.022158
2.953192,19.004673,79.001404
2.211217,13.978913,70.993664
1.845363,13.015438,62.004639
2.993084,17.000690,87.000207
2.299280,19.970121,53.991022
1.083977,11.091451,43.027480
3.437754,19.956297,91.986868
3.181412,20.081724,83.024557
3.507858,20.049133,94.014764
1.401711,9.159565,60.047948
1.162741,7.983753,55.995118
2.913249,15.908826,87.972603
1.527577,9.847494,61.954174
